,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
200701,1.4114,0.1526,0.1555,0.4235,3.1514,2.1845,1.4446,1.5949,0.8963,2.5134,3.7594,3.0039,1.9282,3.812,0.8951,4.3227,3.5923,2.034,2.5675,2.0417,2.1627,1.0893,0.9699,0.3178,3.7801
200702,-0.7787,-0.5839,-1.0946,-0.7897,0.1278,-0.9107,-0.1859,0.2489,-1.5772,0.596,0.4489,0.48,1.3979,0.3896,0.4977,-0.4371,0.217,1.0376,-0.0337,0.6457,-2.4044,-1.5049,-3.0588,-1.2547,-2.9922
200703,0.5575,-0.2296,1.0552,1.1441,0.7232,1.0193,1.4276,-0.327,1.112,-1.1145,2.6669,2.1378,1.8135,1.283,1.3327,1.0306,1.0666,0.6053,0.07,3.4406,0.5722,1.1433,2.6097,1,0.7595
200704,3.2963,0.1622,0.5909,-0.1227,1.7238,2.344,2.716,1.3907,0.7027,2.2933,3.3111,4.0648,4.3482,3.1596,2.5599,4.4302,3.8794,4.3948,5.7096,2.6158,5.2115,4.2563,4.0774,2.7249,3.7894
200705,2.1283,3.4562,2.5925,3.1281,3.0637,3.4947,4.0934,4.2033,2.2375,3.4518,6.9736,4.9561,5.0722,4.6817,3.7212,4.465,3.3343,4.5675,4.9002,2.5166,2.5508,4.1679,3.8155,3.611,3.5278
200706,0.3633,-0.3006,-0.8538,-0.6125,0.2127,-1.2341,-1.8372,-1.2807,-2.5458,-2.0011,-0.8375,0.002,-0.4302,-1.8739,-2.6632,-0.6118,-2.2069,-3.1537,-2.809,-1.7342,-1.5145,-0.7285,-2.0571,-3.0381,-1.8229
200707,-5.6039,-6.5465,-6.3726,-6.9452,-7.8203,-4.6437,-5.9501,-5.5368,-6.963,-9.8031,-3.314,-3.2456,-5.1492,-5.806,-7.3618,-2.6973,-4.5051,-5.8889,-5.0467,-7.2121,-1.1772,-1.405,-4.715,-4.6366,-5.2413
200708,0.7622,1.2976,1.1215,0.8545,-3.1344,2.3967,2.5283,2.5573,3.6143,-1.1828,-0.4885,2.7853,0.3295,0.3612,-3.5791,1.5277,0.2963,-1.5513,-1.0251,-1.0762,1.9413,2.3426,1.6309,1.7076,-0.1523
200709,2.2742,2.3212,0.2884,0.9576,-1.0931,2.94,0.9733,0.6134,0.9417,-0.5142,3.0939,3.2865,2.015,1.5809,1.58,3.4455,2.5083,1.8299,2.279,0.6396,5.0776,3.7582,2.8873,2.6409,4.4804
200710,3.4842,1.2554,-0.0259,-0.0127,-0.8925,3.7098,4.5341,1.001,1.7845,-0.2041,3.8693,2.0848,4.0716,1.1692,3.704,2.7962,1.9917,2.0081,2.4903,-1.8995,4.5938,1.6123,0.7893,0.6987,-0.5628
200711,-9.6297,-8.6829,-7.9735,-7.9072,-8.9932,-6.7296,-6.882,-6.2237,-6.7711,-8.7329,-6.7832,-6.4408,-5.974,-5.1001,-5.1978,-4.214,-4.5728,-7.1922,-5.7423,-6.554,-3.5863,-2.4054,-5.3348,-5.1371,-6.0518
200712,-1.1533,0.937,-1.7353,-0.5166,-0.985,0.8934,0.1936,0.0596,0.7679,-1.0452,-1.7114,-0.8479,-0.5918,-0.9184,-0.3976,-0.3198,0.333,-3.2584,-1.3379,-2.1901,-0.9014,0.2585,-1.1497,-1.1739,0.6763
200801,-11.1965,-8.4688,-7.1997,-4.7066,-4.712,-9.6106,-7.0196,-7.2824,-3.248,-3.8018,-5.8277,-5.8086,-6.5992,-3.1294,-6.5636,-7.2759,-7.3867,-4.6186,-4.166,-2.8791,-8.447,-4.7714,-4.7946,-3.9521,-3.9083
200802,-5.6673,-4.1219,-4.9128,-2.3163,-3.9669,-5.0288,-1.1112,-1.173,-3.3135,-4.6822,-3.545,-1.1725,-2.0098,-1.557,-2.9325,-0.8268,-1.1506,-2.2055,-2.578,-5.3418,-2.5162,-1.743,-3.9592,-5.0204,-6.0852
200803,-4.0485,-1.2234,2.3051,0.0984,-0.3007,-0.7307,1.7433,1.9846,1.537,0.589,-3.1613,1.2333,-2.4258,-1.0562,-0.7938,0.0627,-2.0655,-2.413,-3.0465,-1.2178,0.2089,1.4466,-4.2801,-3.1885,0.6513
200804,3.1536,3.4117,1.0967,0.6076,0.6931,2.9074,4.2566,3.5179,2.8608,0.518,7.037,6.7092,9.0039,9.8693,7.5178,6.069,6.7068,5.8735,7.9946,2.7127,3.4362,3.4689,7.1656,4.1075,6.7843
200805,5.7936,4.1997,2.2257,3.4462,1.6511,7.1292,3.5175,7.9479,5.6,1.7774,3.9508,3.6654,6.8006,6.384,4.6196,4.2541,5.2897,3.8552,5.018,2.8179,3.542,-0.3829,0.7596,-1.8063,1.7342
200806,-6.1686,-9.0302,-10.924,-7.2317,-9.9352,-7.6455,-7.1444,-5.1781,-8.2743,-11.4978,-8.576,-6.9446,-6.8226,-7.0677,-6.4044,-7.0778,-8.9035,-9.8108,-5.534,-13.3582,-7.0119,-7.1304,-9.2105,-13.0804,-10.9219
200807,4.9656,4.4248,4.8574,7.1202,3.2835,1.6023,2.8629,4.5246,3.5441,8.0879,-0.5986,0.1651,1.7401,-0.4978,5.851,-0.346,-1.6185,-7.5638,-2.129,-2.1144,-1.3261,-2.015,-1.8765,2.9456,7.9544
200808,1.1192,3.1863,2.9197,3.0584,6.7637,4.4626,4.8017,3.5622,5.4793,12.2669,3.291,2.9956,4.4158,2.445,5.9773,1.0483,1.8389,1.9759,4.5553,2.5676,1.1019,1.5196,2.2763,-2.3974,0.1652
200809,-13.0523,-9.5862,-8.4892,-3.5365,-6.4181,-9.0454,-8.4735,-6.8766,-4.5712,-6.8763,-13.9232,-11.5461,-8.1092,-6.6984,-5.7827,-13.1453,-13.3367,-14.8204,-10.4963,-8.8766,-9.5145,-8.6902,-7.0445,-7.8547,-3.5922
200810,-23.5768,-20.0899,-18.899,-15.311,-21.7015,-22.5344,-23.5047,-18.6118,-19.5778,-20.8243,-23.5429,-18.2728,-17.4767,-19.9244,-20.4903,-20.5283,-20.4046,-25.1551,-22.4032,-18.7136,-14.392,-15.5026,-13.0837,-27.0162,-16.8453
200811,-12.7369,-12.4122,-12.3174,-11.8233,-15.9919,-11.0765,-10.6252,-10.5025,-9.6981,-16.9516,-12.137,-10.2624,-9.3266,-9.2844,-6.366,-8.1666,-8.8149,-9.3738,-8.8313,-15.3728,-6.0251,-4.5704,-6.7508,-13.9905,-17.1924
200812,2.6414,6.3312,5.7976,2.6113,4.181,3.8144,6.4306,6.1629,5.4634,6.9963,7.0864,3.3735,4.4795,-0.1662,9.8594,4.2421,6.7972,2.6072,2.4852,1.7602,1.5047,0.9706,0.4682,-1.8059,3.6935
200901,-6.8477,-7.6717,-9.6241,-15.7709,-15.2249,-6.9653,-5.4434,-11.1633,-13.9183,-19.6609,-6.1446,-8.7278,-8.7114,-6.6411,-18.655,-4.4252,-6.1899,-6.7698,-9.0176,-16.8256,-3.2003,-9.7497,-10.8447,-18.8152,-12.6531
200902,-11.0501,-10.5707,-12.3306,-13.2334,-14.7799,-10.0414,-8.6744,-10.6951,-13.4967,-21.7072,-6.0396,-10.7772,-9.4823,-12.6188,-11.4649,-6.8377,-8.3005,-11.0107,-14.0597,-15.049,-7.839,-9.2991,-11.9716,-19.6016,-11.7427
200903,10.5695,11.4523,10.4601,7.8024,10.277,8.2939,11.1464,9.7158,7.4641,14.0072,8.9004,9.2867,9.99,8.6149,13.1872,8.3562,9.2564,7.4135,11.0382,10.6263,8.1273,8.3737,9.6625,11.7664,11.5968
200904,18.9152,15.9326,15.9043,16.0587,17.4446,16.0535,17.8163,15.3674,13.7289,19.0172,14.2981,18.1893,13.8525,16.2449,15.829,11.2071,13.9859,16.8805,14.3777,16.9686,6.7631,7.0867,10.8911,13.8286,23.6264
200905,6.0822,5.6241,4.5701,4.3923,3.7649,4.3355,2.7233,2.7186,0.5533,4.9463,4.0336,1.4203,2.8647,1.2742,-1.6824,3.6561,2.7353,4.9497,8.6146,4.1468,5.1263,5.3799,4.859,8.3486,7.3482
200906,7.8379,5.2222,4.3035,2.6221,3.1879,6.3882,1.7937,1.0958,-2.3057,0.3922,1.5313,1.5176,-1.6709,0.4515,-0.0505,2.0566,0.5313,-1.2511,-0.6853,0.017,1.7923,-1.6025,-0.1781,-0.8854,-1.6572
200907,8.4377,7.3998,9.2078,8.8982,13.7672,6.0439,6.904,12.1772,11.8954,13.377,6.9354,9.4947,10.0008,12.5372,16.1072,7.6157,7.748,9.2313,11.8841,11.0886,5.9059,8.9005,7.5956,8.533,9.2835
200908,3.4076,2.4314,3.6166,3.8684,10.1585,0.1433,0.654,3.2678,4.1975,8.023,1.0245,0.9685,3.8186,4.3462,11.6013,2.031,4.4093,3.2486,6.1985,15.3186,1.2285,4.356,2.606,6.2615,14.6504
200909,4.9406,5.6019,4.9877,6.3982,9.0533,8.1138,6.0101,7.3914,5.4986,8.0302,6.5653,4.138,6.6477,8.0392,6.9929,6.8915,4.9247,5.8313,6.4461,8.5431,3.4995,2.4909,4.5669,5.1229,0.5066
200910,-10.2791,-7.2742,-6.8876,-7.6897,-9.0441,-7.4417,-5.065,-7.0288,-9.3955,-10.0424,-5.0052,-3.6256,-5.3937,-5.5344,-9.6849,-4.5849,-2.8238,-3.7785,-7.399,-6.3641,0.1992,-1.0243,-3.2661,-3.4483,-10.0005
200911,-0.0856,-0.8258,3.5404,1.2632,1.6292,2.2501,1.3043,2.3326,3.048,5.7456,3.2168,3.2914,1.354,6.6719,7.2916,4.3528,4.498,4.2545,4.3612,4.3928,7.0633,5.4676,4.2978,4.6098,5.8363
200912,5.8717,8.3876,7.751,7.9386,10.2611,9.1931,9.3767,9.3224,7.4389,9.2763,6.9424,7.2515,7.026,7.4065,8.4602,6.0593,4.4953,7.2437,5.8458,6.4632,0.8987,2.5783,2.8464,1.7739,-1.9531
201001,-4.0107,-5.1456,-4.1238,-3.7984,-1.1344,-3.1482,-3.5182,-0.9059,-2.8373,-3.8903,-3.6027,-3.3292,-3.9344,-3.8214,-3.0181,-3.736,-3.7971,-5.3395,-2.1176,-2.3055,-4.1144,-3.4519,-1.1276,-4.8511,-1.419
201002,3.9398,3.9107,4.9805,5.279,6.9355,2.0089,3.6178,2.5881,6.1092,5.5151,4.0771,3.9857,4.1336,7.0099,8.9695,4.8376,7.0729,4.8273,3.9603,6.5729,2.5021,3.047,2.6271,4.131,5.9635
201003,7.0563,6.7412,8.1908,6.915,9.91,6.8252,8.1945,7.93,7.259,11.3525,9.4008,6.7837,9.1881,7.8588,7.686,8.1858,6.3273,8.0599,5.7199,12.1351,5.1431,5.3812,6.4123,6.7749,8.3203
201004,6.5324,7.1424,5.7048,10.0457,12.0676,2.1525,5.707,5.3719,6.553,7.211,2.9783,5.8559,3.244,5.4841,5.7208,3.9877,4.5473,3.4588,6.9971,4.7657,0.328,2.454,1.9356,-1.4683,2.6299
201005,-7.2435,-5.4756,-7.0122,-9.4148,-10.4536,-4.839,-6.2769,-7.489,-9.0595,-9.8144,-6.2864,-6.398,-6.5589,-9.6559,-9.2366,-5.1238,-8.4172,-8.8303,-6.9982,-7.9704,-7.4711,-7.781,-9.3105,-7.5657,-10.0445
201006,-6.9684,-7.1008,-6.8236,-7.2984,-11.5687,-5.3608,-5.049,-7.7811,-10.1099,-12.566,-5.6452,-6.1802,-7.1498,-7.6094,-11.8053,-4.3569,-6.1917,-7.3639,-8.3819,-9.7449,-3.8805,-6.7746,-3.2543,-7.3211,-9.7677
201007,6.1489,5.2441,7.0835,6.0452,6.1248,6.952,8.0658,6.3812,7.2478,6.1464,6.5835,7.3062,4.9857,8.0428,7.9891,7.0444,6.4331,8.5226,8.0644,6.2767,6.9876,5.8671,7.6826,7.4933,5.4889
201008,-8.7217,-8.3179,-8.6325,-9.8078,-9.2155,-5.5981,-8.1914,-8.4186,-6.5544,-8.3265,-4.4988,-6.1295,-8.382,-6.7166,-6.4148,-4.2862,-4.672,-5.4972,-4.1776,-5.8665,-4.1063,-3.7301,-2.3047,-5.2254,-8.7888
201009,11.4037,11.0956,13.4166,11.8094,10.222,14.7289,15.0395,13.256,10.612,11.3616,12.8436,14.0189,12.3103,11.4076,10.9953,12.1814,11.4018,10.8583,7.6312,9.8323,10.1941,8.1623,8.294,7.4387,7.2941
201010,6.5511,5.0441,5.794,5.0783,3.5681,3.8044,4.1486,3.6012,3.2927,2.6191,4.3935,3.9593,4.619,3.826,3.1714,2.9898,4.6899,4.1812,1.7856,0.2105,4.8325,4.476,4.1237,1.8184,0.0336
201011,1.6317,3.5507,5.4603,4.2276,3.4335,3.2929,4.471,3.4541,3.0317,4.408,3.8301,5.7085,2.3274,3.744,1.5962,4.8589,3.7455,2.7015,1.3251,-0.3169,-0.9436,2.1989,-0.7095,-0.1651,-3.3561
201012,10.1753,7.9891,7.5878,8.6681,9.4987,7.2606,7.4711,7.8521,7.9369,10.327,6.6207,7.8666,8.7386,7.1245,8.3042,4.8989,7.1179,7.5152,8.9611,9.0762,4.4126,6.1664,6.6537,9.1544,13.9506
201101,-2.8873,-1.8688,-1.4994,-1.0345,-0.9053,0.6623,-0.7575,1.9375,0.0936,2.4796,2.0933,1.8231,-0.3291,3.7357,-0.5908,1.7007,3.7018,1.7391,1.8649,0.8074,1.3505,3.5996,2.8173,2.5427,3.3333
201102,1.3734,5.3515,3.8139,4.8326,6.4286,5.2884,7.0372,6.3401,4.7708,5.4716,5.3141,6.3391,5.6553,5.1156,4.3091,4.2064,4.2343,4.1968,3.8385,2.4677,1.913,3.6967,5.074,3.7809,4.2303
201103,3.4697,4.4588,0.928,2.0679,1.658,3.502,2.6428,3.0466,1.4549,3.3482,4.3055,3.0971,2.7179,2.353,1.7692,1.9861,3.235,2.4797,0.8704,0.4382,-0.182,-0.1114,1.4475,-0.3777,-2.7877
201104,2.5353,0.8545,0.5809,1.4936,0.3156,4.1158,2.1144,2.3349,1.9534,-0.0837,4.0996,3.9463,3.2257,2.9438,1.9733,3.174,1.663,1.7871,2.8739,2.5382,3.6321,4.504,3.4383,0.6514,0.9902
201105,-1.0459,-1.1526,-2.346,-4.3593,-2.7987,-1.8748,-1.1915,-0.5206,-3.5154,-3.102,-1.595,-1.231,-1.6434,-4.2526,-0.4644,0.2671,-0.5264,-1.3847,-1.2304,-0.8323,-0.0106,-2.4156,-1.3492,-2.1269,-3.4208
201106,-4.576,-3.4858,-2.4074,-1.75,-2.4733,-0.6275,-2.1493,-1.2255,-0.4938,-1.5864,-1.0371,-2.0652,-1.876,-0.9731,-3.6082,-1.6663,-2.0479,-2.94,-2.0306,-1.9521,-1.1555,-1.7893,-2.1701,-1.5178,-2.6303
201107,-5.1514,-2.9168,-2.9597,-1.2099,-1.4558,-3.82,-3.6302,-5.2509,-2.9418,-5.6373,-4.6629,-3.8539,-3.1432,-5.194,-3.9894,-4.2804,-3.2701,-3.7506,-2.7852,-3.6736,0.1698,-1.7463,-1.4538,-3.9655,-5.4882
201108,-12.2982,-12.1271,-8.8633,-10.4364,-9.7287,-9.4798,-8.7941,-10.352,-7.9621,-10.9226,-7.347,-8.3375,-8.3879,-8.6882,-9.3124,-7.9978,-7.7235,-8.8211,-8.6714,-6.252,-3.7524,-4.6664,-6.9631,-3.895,-11.7079
201109,-11.3685,-12.7857,-10.7998,-10.9101,-10.3686,-10.3168,-11.9318,-11.8347,-10.8058,-10.9002,-10.3836,-12.9334,-11.8282,-10.9736,-10.8268,-9.0978,-11.0662,-12.5487,-8.9114,-9.1144,-6.2427,-5.0289,-7.0642,-5.8328,-13.8245
201110,12.7816,15.2144,14.5607,14.8825,10.0846,18.0842,14.8176,16.3455,14.989,14.8697,14.1027,16.6914,17.1606,15.2121,12.4701,15.0001,15.8558,15.5093,11.8428,12.0098,9.3036,10.5424,12.639,8.8392,15.0896
201111,-2.3594,-1.0101,-2.9905,-1.0819,-0.2189,-0.0549,-2.0079,-0.0715,1.8724,0.2996,-1.4909,1.3832,-0.6571,1.236,-0.1114,-0.5127,-0.7013,1.2309,1.467,-1.522,-0.5797,1.2976,0.808,0.0343,-6.2039
201112,-0.428,1.9776,0.8726,1.9127,1.3297,-0.928,0.4528,1.383,0.485,1.2198,-2.0778,-0.2631,0.379,0.221,2.9906,-2.5647,0.4679,-0.4221,3.9935,-0.2201,-0.4088,0.7776,2.1081,3.496,1.3301
201201,12.4203,7.5362,7.4281,7.7012,7.6754,7.9135,5.9429,7.7663,5.4855,5.3054,8.1363,5.4482,7.3663,5.7287,2.7214,9.6155,6.3738,4.9484,3.199,3.9646,7.1572,2.5414,2.0436,2.1654,9.2756
201202,1.2573,0.7963,1.3262,1.0233,2.598,4.2119,3.7074,1.3678,2.7889,4.5585,4.0895,3.7891,3.6211,3.979,3.6348,4.728,5.3059,3.7889,3.6371,5.8099,5.1998,2.9635,3.9632,4.6119,6.8879
201203,2.5836,3.5184,3.4627,3.1441,4.8355,1.7956,1.754,2.7414,3.8512,2.7545,1.5474,1.2193,1.7566,1.7362,-0.424,4.5096,0.3038,-0.8722,2.5827,1.6859,4.198,2.1281,0.4731,3.6525,7.7835
201204,-3.7385,-2.1486,-1.7948,-1.6802,-0.1756,-0.0307,-2.6213,-2.1535,-2.4386,-1.8356,-2.4177,-0.7977,-1.3052,-1.0338,0.4023,-0.5999,0.2426,-0.3768,0.8237,-3.0962,-0.2499,-0.8197,-0.0443,-0.6624,-4.0197
201205,-8.4974,-5.6465,-7.2329,-8.1796,-4.9314,-5.6558,-5.8499,-7.6755,-5.2367,-7.2916,-6.595,-6.8978,-7.6391,-6.1823,-6.8951,-7.2575,-8.5972,-9.3574,-6.3897,-5.3368,-6.2842,-5.2724,-5.1515,-2.8059,-12.6776
201206,7.0148,7.7238,5.4167,5.7709,5.4445,6.3706,4.6183,4.7432,3.0292,5.1919,5.252,2.7118,2.4336,2.4462,3.5,0.4826,1.789,3.4632,2.7084,3.5005,2.6084,4.4879,4.6324,5.4508,5.9284
201207,-2.5645,1.3779,-2.9653,-1.6628,-2.3957,-4.1286,-0.2509,-1.2513,-1.2175,-0.4583,-2.2893,-0.3563,-0.2724,0.4606,-4.6355,-2.3396,0.3722,-0.3018,-0.5804,-0.8682,1.0949,2.5557,1.217,1.9324,-1.3606
201208,2.5378,0.3834,3.9809,2.7827,3.3491,2.0811,2.3864,2.9432,3.4012,3.465,5.5706,3.1308,4.3261,3.9659,3.4599,4.0054,4.2138,2.3299,4.1282,6.0592,2.738,2.008,1.4008,-0.2497,6.5828
201209,4.9926,5.1237,4.7456,4.5752,4.5407,4.9037,3.4957,4.1013,3.8364,3.5052,2.6286,1.5108,1.9474,2.977,3.6047,2.0121,2.0455,2.6947,2.2979,3.187,1.572,2.3757,3.8939,3.2243,5.3255
201210,-5.5915,-4.3989,-3.8366,-3.3816,-1.1848,-6.0189,-2.2669,-1.1909,-1.7769,-1.0151,-3.5142,0.2615,-0.4247,0.5905,0.0592,-1.3849,0.1387,-0.7423,1.4681,1.5436,-4.0485,-0.9652,-1.5873,-1.8432,3.8792
201211,-0.6171,2.3301,0.7859,-0.5459,1.1513,-0.5924,0.4327,0.4919,0.4027,2.6845,2.915,3.5387,2.5727,1.0078,0.9697,2.8144,3.1758,0.6445,-0.2377,0.626,1.6886,0.2193,-0.489,-0.581,-1.3712
201212,0.3277,3.8203,3.8983,4.4775,4.4479,3.8456,3.1206,3.8302,3.6268,4.8296,2.2533,3.8687,2.1805,2.8383,4.6263,1.9023,2.2863,3.3748,3.8853,3.1759,-1.0337,-0.1614,1.6935,1.5144,7.4654
201301,6.7327,4.3918,6.0009,5.5885,5.6356,7.659,6.2905,6.5195,7.6703,4.0509,5.185,6.3663,6.3335,6.7917,8.5929,7.389,6.6148,7.6642,8.4358,8.6142,3.5939,5.4075,5.6548,6.5886,6.9467
201302,-1.278,0.0682,-0.5457,1.8947,1.5903,1.0105,1.2848,0.8771,1.9186,1.1364,0.4179,0.9919,1.1837,2.2131,1.174,0.7619,1.4798,1.8929,0.0856,2.8579,0.958,1.4179,1.9687,2.9335,0.0081
201303,7.4659,7.2391,5.0803,3.9057,4.5695,5.2174,4.7393,3.9536,4.4578,4.2678,4.1373,4.7141,5.8068,3.2619,6.104,3.9741,4.2569,5.4346,5.1665,5.984,3.6555,3.3625,4.2151,4.5953,3.2408
201304,-0.1523,-0.5107,-1.0051,-0.742,0.8369,-1.2653,-1.7741,-1.1393,-1.5401,1.5632,-1.9859,0.8243,-0.7401,-1.031,-1.6834,0.8928,1.1897,0.0197,1.5874,1.0572,1.8847,1.5416,2.4265,1.5423,3.2652
201305,7.9078,3.9706,3.6818,6.4851,4.134,5.4514,4.4428,5.8227,4.9764,7.8307,3.3436,5.5569,4.3721,5.0258,4.1908,3.5928,3.7998,1.3911,3.2943,4.2439,1.9178,2.3538,0.5327,1.9426,8.9179
201306,-0.8332,-0.8316,1.6582,1.4027,0.1312,1.8431,-0.0872,-0.395,-1.0377,-0.4827,-0.1903,-1.252,-1.4805,-0.6244,-0.433,-1.9938,-2.2093,-0.9789,-2.402,-1.3171,-2.7627,-0.2978,0.2032,-0.0161,-2.8941
201307,7.5236,9.6356,7.8119,8.6013,7.4637,6.7208,7.1894,6.7156,6.8991,7.9247,8.5463,6.9811,6.1629,8.071,9.0584,7.9739,4.5908,6.3012,7.6521,5.7648,5.2597,4.8957,4.6761,5.0195,6.8912
201308,-2.3064,-2.5125,-2.7262,-3.4869,-3.2994,-0.4451,-1.3271,-3.2211,-3.5255,-3.7631,-1.8698,-2.0685,-3.5667,-4.4788,-4.0582,-1.5899,-2.1283,-3.3978,-3.0263,-2.9602,-0.9547,-3.3106,-3.4672,-3.617,-4.4519
201309,7.4598,8.2306,6.3988,6.7357,6.2053,7.0235,6.0655,7.4027,5.9718,5.5342,6.0058,5.9631,5.6975,5.2108,4.2404,5.4415,5.7663,4.8336,5.4854,4.4897,4.2101,2.6193,2.4143,2.7747,2.0388
201310,-0.6263,1.3477,2.5716,3.4688,2.8605,0.828,0.5054,1.6205,4.9473,3.7463,3.3253,3.5045,3.1688,4.2323,5.9809,2.0688,3.9096,2.7951,4.2086,6.2213,4.7847,4.5134,5.2509,3.5239,3.6351
201311,7.7394,5.798,5.6189,7.2551,4.5859,5.9218,3.4212,3.5641,2.9929,5.2416,3.0944,3.261,3.247,2.7613,3.5883,2.0208,1.7973,1.0305,-0.205,2.6919,3.6362,3.0567,1.3938,2.2639,5.8987
201312,2.4214,3.6801,2.0988,1.3365,1.5221,2.6779,0.6121,3.4947,1.5442,1.3101,1.6387,3.9394,3.1644,3.0983,2.2207,3.1567,3.0305,3.1022,3.6558,2.6239,2.357,2.6249,3.8175,2.4798,1.8922
201401,2.6161,-2.8412,-1.7894,-4.1655,-2.8354,0.0255,-1.8849,-5.4464,-4.5194,-5.8664,-0.2812,-3.7585,-4.9505,-1.5053,-2.3928,-2.5037,-3.8068,-0.7135,-2.7273,-5.9205,-3.8208,-2.919,-2.9613,-4.7626,-4.0083
201402,4.7564,2.7779,4.0542,5.915,4.6635,4.6206,4.3439,5.1711,5.3155,4.0483,6.7477,4.4168,4.9098,6.2248,4.2002,5.899,5.8396,5.0014,4.9548,5.8764,5.0944,5.0197,2.9647,4.1546,2.5605
201403,-4.2111,0.2656,0.8401,1.029,1.368,-3.9136,0.4776,1.5897,0.9239,2.7129,-4.5307,-0.2748,0.8382,1.7792,2.2682,-2.2738,0.1313,0.248,1.4557,4.8021,-1.0275,0.2409,2.4258,3.535,3.7494
201404,-8.5944,-6.8251,-4.8824,-3.2487,-4.3903,-6.5426,-3.1289,-3.0367,-1.9952,-2.0138,-5.4363,-1.8149,-1.3348,-1.8402,-2.8936,-2.8607,-1.0916,0.0336,0.3147,-0.46,1.1914,0.2964,1.7463,1.7162,-1.8528
201405,-2.345,-1.0967,-0.7751,-1.0704,0.0632,-0.4788,0.1426,1.5774,-0.5403,0.185,1.371,0.4221,2.5231,0.3737,1.322,2.8329,1.6045,2.6953,1.488,1.5385,2.9849,1.5125,2.3519,1.6313,1.4408
201406,6.2676,10.6955,3.5243,4.2139,3.8048,7.5813,7.1992,5.3238,4.9522,5.9408,5.9156,5.1648,4.0846,4.4509,5.4409,4.4574,3.8363,3.4284,4.1429,3.7363,1.4332,0.9542,2.3784,3.3489,3.3418
201407,-9.0209,-7.782,-5.9279,-4.5451,-4.8854,-5.4473,-6.5349,-5.1861,-6.2398,-6.1066,-5.4924,-5.7361,-6.3505,-6.0817,-3.7142,-2.1376,-4.3509,-3.6272,-3.3038,-3.6901,-1.6683,-1.0123,-0.3422,-1.8724,-1.6255
201408,2.7485,4.58,2.668,4.7206,3.3991,5.7526,5.1717,3.955,4.6261,5.4758,5.8605,4.3601,4.9928,5.2904,4.1684,5.9662,4.8438,5.491,3.6891,4.6012,4.8957,4.7513,2.2693,1.8451,5.1372
201409,-7.1375,-4.7593,-7.1053,-5.3826,-5.8862,-4.5815,-4.8761,-5.2086,-5.2414,-8.3405,-2.8981,-6.1927,-4.6543,-6.4838,-7.0788,-3.0024,-3.4489,-4.8591,-3.7948,-4.8272,-0.5577,-0.8413,-1.3535,-3.9203,-0.3552
201410,5.8339,6.6244,6.3002,7.5003,4.2081,8.2715,6.6379,6.2784,5.3464,4.3783,6.3725,5.5071,3.7404,4.5059,3.7389,3.8508,0.291,3.3199,3.9896,-1.1429,2.2331,2.7488,2.2122,-0.224,1.5153
201411,0.1108,0.2089,-1.1937,-1.3523,-2.648,1.4964,-0.448,-0.6453,-0.6737,-0.8087,2.4747,2.6112,-0.2192,0.5104,-0.4411,3.5077,2.8451,3.2194,1.1852,-2.2338,3.4985,3.752,3.1188,0.0688,1.1231
201412,5.8651,7.2282,5.4449,4.4453,3.5006,1.0212,3.7827,2.7385,2.9931,2.5117,1.7379,0.7624,0.569,1.9614,-0.2251,0.3979,-0.0045,0.8353,0.7999,0.2777,-1.4173,-0.9957,-0.4006,0.2384,2.45
201501,-3.5605,-6.5956,-4.6031,-4.8787,-5.0555,-1.7208,-3.8964,-4.4434,-5.0823,-6.6151,-0.8941,-1.2617,-4.0482,-4.7404,-4.8843,-1.3478,-2.1609,-0.9992,-1.5696,-3.9805,-0.8309,-2.7474,-4.1647,-3.9124,-7.5465
201502,4.3546,6.1702,6.2741,5.3531,5.6451,7.0678,8.7558,6.3087,5.8749,4.8106,7.9745,7.9784,8.2177,6.8533,5.7953,7.8003,6.8714,7.5049,5.0475,8.783,6.3331,5.5199,6.7854,4.0966,5.9175
201503,-0.9699,2.6947,2.4829,1.5047,1.0778,2.905,2.6237,0.3573,2.7907,1.3826,0.8269,1.014,2.1499,1.1092,0.6142,0.9387,0.8905,1.3352,-1.634,-0.5952,-1.5759,-1.8092,-2.0715,-2.2469,-1.4654
201504,-3.8658,-2.5363,-2.8545,-2.1236,-0.3581,-3.8859,-2.6918,-2.36,-0.1235,-0.6097,-3.0422,-1.5283,-1.1147,-1.1632,-0.2205,-1.5184,0.1702,-1.579,-0.7783,0.7785,0.2446,0.8643,1.4269,3.7601,1.5807
201505,3.2782,5.4199,0.5957,0.3494,-0.0686,2.9172,5.5597,2.5934,1.5057,-0.5495,4.4523,2.1825,3.5842,2.0245,0.8847,1.7004,1.9569,2.2128,1.3542,-0.0348,1.7295,0.5833,1.1561,0.1777,1.7383
